0.05722741745089213,0.060704734360009484,0.06493896151371918,0.06952321889506217,0.07437228780015862,0.0795295311816775,0.08529877957113616
0.03848494986467794,0.04056750253826713,0.0427967079546159,0.045216165881712504,0.04824865206305206,0.05249073228493455,0.057206931732721726
0.023249352545923682,0.024806083371913003,0.026691593016789444,0.028694206479693875,0.03081023755835681,0.033063949708934705,0.03567315944706639
0.012074062617093744,0.012425121082825334,0.01281521594833449,0.013359598725515249,0.014696448816576073,0.016714063689957072,0.018919925215152705
0.005510272540302652,0.005788663673013625,0.006202988455872264,0.006677006263343219,0.00717856045652039,0.00772335641732101,0.008480880055067024
0.0036514278921207623,0.003003684266336107,0.002323801084244681,0.0016673267350008057,0.002273964619287618,0.0030161691120353254,0.0038358583588333946
0.0078038310835408355,0.007633743122375774,0.007507166036082534,0.007382538823745751,0.007254621120062989,0.0071415593653546185,0.007195165729863582
0.014816725108619299,0.014307814736637467,0.013805969223456224,0.013614745277797893,0.01394350270913436,0.01470173041075561,0.015554683580703447
0.027358287813449428,0.027705003688958587,0.02816138928864791,0.028657542075661284,0.02918333960351419,0.029755740562316262,0.030499949606337194
0.04278915312183431,0.04331436997245804,0.043962603945236566,0.044853227320496986,0.04596962164767089,0.047829693713644456,0.04997660626009577
0.06294280248259546,0.06460117358715843,0.06660389888289825,0.06879362831002987,0.07112501840078923,0.07362425530597734,0.07643149642535746
